growth,生长；增长；成长；发育;发展；成长期；成长型
loss,损失；丢失；亏损；丧失;损耗；遗失；失落
degree,度；程度；度数温度单位；大学学位;学历；等级；学士学位
wonder,想知道；惊讶；惊叹；琢磨;奇迹；惊讶；惊奇；奇观;极好的；极有效的；非常美丽的;惊异；感到奇怪；纳闷
attack,攻击；袭击；进攻；抨击;攻击；袭击；打击；侵袭;攻击力；发作；启动时间
herself,自己；强调句中的女性主语或宾语;她自己；她亲自；她本人
region,区域；行政区；一国除首都以外的全部地区;面域；范围；地域
television,电视；电视机；电视节目；电视系统;电视广播；电视效果；电视剧
box,箱；盒；方框；匣;拳击运动中击打某人；把某物装箱或盒匣;盒子；箱子；长方体
TV,电视；电视机;=;电视；电视剧；快门优先
training,训练；培训；锻炼;的现在分词;培养；教育训练；训练模式
pretty,漂亮的；动听的；指不够真诚的褒奖；宜人的;相当；很;心肝；衣饰;可爱的；美丽的；俊俏的
trade,贸易；交易；行业；商业;买卖；做生意；做买卖；营业;职业
deal,协议；发牌；待遇；大量;发牌；非法买卖毒品；贩毒;松木的;交易；处理；应付
election,选举；当选;黑社会；校园风云；选择
everybody,人人;每个人；每人；大家
physical,体检；体格检查;身体的；肉体的；躯体的；客观存在的;物理的；物质的；物理层
lay,外行的；非专业的；缺少专门知识的；平信徒的;尤指轻轻地或小心地放置；铺设尤指在地板上；涂；用一层覆盖;性伙伴；尤指性交的女人；供吟唱的叙事诗;张艺兴；下蛋；产卵
general,将军；陆军海军陆战队或美国空军上将;全体的；普遍的；总的；正常的;一般；常规；通用
feeling,感觉；感情；知觉；看法;敏感的；富有感情的;情感；感受；情绪
standard,规范；正常的水平；应达到的标准；行为标准;普通的；正常的；通常的；标准的;规格；标准型；标准房
bill,法案；账单；喙；海报;开账单；把某人或事物宣传为；宣布将做某事;比尔；帐单；钞票
message,消息；教训；电邮信息；手机短信息;向某人传送电子信息;在线留言；讯息；留言板
fail,失败；不及格；倒闭；破产;考试不及格;衰退；不合格；不能
outside,外部；外围；外表；外手;除了；不在；离开；在外面;在外面；向外面；在户外;外部的；在外面的；向外的；主建筑物以外的;外边
arrive,到达；出现；到；达到结果;抵达；来临；来到
analysis,分析结果；对物质成分的分析;分解；解析；分析报告
benefit,益处；优势；成效；福利费政府对失业者病人等提供的补助金;对某人有用；使受益；得益于；得利于;贝玲妃；利益；好处
name,名称；名字；名声；名誉;命名；任命；给取名；说出的名称;〈美口〉著名的；作品等据以取名的;姓名；品名；产品名称
sex,性；性别；男性；女性;性的；与性有关的;辨识的性别;性别；性感；性行为
forward,向前；前进；提前；进展;促进；发送；转交；有助于的发展;向前的；前进的；尤指船飞机或其他交通工具前部的；未来的;运动队的前锋;转发；转寄；远期
lawyer,律师;法律人；律师老爷；法律家
present,目前；现在；礼物；礼品;存在；出席；在场；出现;出现；提出；显示；提交;呈现；赠送；现在的
section,节；部分；段；科;切开；切断；做动物或植物组织的切片;截面；剖面；部门
environmental,自然环境的；生态环境的；有关环境的;环保；环境产生的；环境艺术
glass,玻璃；玻璃杯；酒杯；镜子;用玻璃杯击某人的脸部;眼镜；杯子；玻璃类
answer,回答；答案；答复；试题练习等的答案;回答；答复；符合；适合;响应；回复；应答
skill,技能；技巧；技术；技艺;有助于；有影响；〈古〉起作用;熟练；能力；巧妙
sister,姐；妹；护士长；称志同道合者姐妹;姐妹的；同类型的;如姐妹般相待;姐姐；妹妹；姊妹
PM,=总理；首相；午后;总理全写为;下午；项目管理；颗粒物
professor,教授；教员;教师；研究员；大学教授
operation,操作；运行；手术；运作;运营；运算；运转
financial,财政的；财务的；金融的；有钱的;金融业；财政的金融的
crime,罪；罪行；犯罪活动；罪过;指控犯罪；判定犯罪；处罚军事犯;罪恶；犯罪行为；背德
stage,阶段；步；步骤；戏剧;举行；上演；举办；组织;舞台；级；时期
ok,〈口〉好；不错；可以；行；〈口〉好；对；可以；行;\签上；签上承认；批准；\签上；同意；批准；核准;女名女子名；许可；阅讫；女名女子名；同意；阅讫；女名女子名；签认；阅讫;确定；好的；好吧
compare,比较；对比；与类似或相似；表明与相似;比较;对照；相比；比拟
authority,权威；权力；当局；授权;职权；权限；威信
miss,错过；思念；怀念；赶不上;错过；女士；未击中；选美比赛优胜者的头衔小姐;想念；失去；失误
design,设计；设计方案；构思；安排;设计；计划；构思；筹划;图案；图样；外观设计
sort,排序；分类；种类；类别;整理；把分类；妥善处理；安排妥当;方法；数组元素的排序；把分类
one,一；同一个;一个人；一体；独一；一岁;人们；用来避免重复已提过的或是听者已知的事物的名称;某一个人；一致的；同一的；不变的;壹；唯一；一人
act,行为；行动；法令；假装;行动；做事；起作用；假装;同;动作游戏；动作；表演
ten,十;十个人；十元纸币；早晨或晚上的十点钟；十岁;拾；十段生命的律动；第十
knowledge,知识；了解；学问；学识;知道；专业知识；认识
gun,枪；炮；喷枪；喷射器;快速运转；使车辆加速;鲧；手枪；荒野枪神
station,站；火车站；电台；电视台;派驻；使驻扎；到某处站或坐；把安置到某处;局；所
blue,蓝色的；天蓝色的；蔚蓝色的；由于冷或呼吸困难发青的;蓝色；天蓝色；蔚蓝色；蓝色荣誉者牛津或剑桥大学的校队运动员;把染成天青色〔蓝色〕；〈口〉浪费;忧郁；布鲁；兰色
state,状态；国家；状况；州;说明；陈述；声明；规定;国家提供或控制的；国事礼仪或规格的；州的；邦的;状态模式；政府；情形
strategy,策略；战略；策划；战略部署;策略模式；谋略；计谋
little,小；一点点；利特尔;一点；一些；少量；少许;小的；比较小的;少的；很少；几乎没有
clearly,显然；清楚地；清晰地；明白地;明显地；清楚的；清澈地
discuss,讨论；谈论；商量；详述;议论；论述；商议
indeed,实际上；其实；强调肯定的陈述或答复;确实；的确；真正地
force,力；力量；武力；部队;强迫；用力；使发生尤指趁他人尚未准备；强作笑颜;强制；迫使；原力
truth,真理；事实；真实；真实性;真相；实情；实话
song,歌；歌曲；歌唱；声乐;宋；颂；歌声
example,例子；实例；榜样；范例;〈废〉作为的示范;示例；举例；例证
democratic,民主的；民主政体的；民主制度的；民主权利的;民主党；民主主义的；民主式
check,检查；查看；检验；核查;检查；调查；审查；格子;行；已经办好;支票；核对；查核
environment,生态环境；自然环境；影响个体行为或事物发展的环境；客观环境;外界；环保；医院环境
leg,腿；裤腿；尤指供食用的动物的腿；桌椅等的腿;〈口〉走；跑；卖力；用腿抵住运河隧洞壁推船通过;脚；腿部；支柱
dark,黑暗的；昏暗的；阴暗的；深色的;黑暗；暗处；暗色；阴影;黑色；黑色的
public,民众；百姓；平民；志趣相同或从事同一类活动的群体;平民的；大众的；公众的；百姓的;公共；公共的；公开
various,各种不同的；各种各样的；具有多种特征的；多姿多彩的;各种的；多方面的；多样的
rather,而是；稍微；常用于表示轻微的批评失望或惊讶相当；更准确地说;表示同意某人的提议;宁可；宁愿；颇
laugh,笑；发笑；尤因成功而处于有利地位;笑声；令人开心的时刻；引人发笑的事；笑料;大笑；嘲笑；欢笑
guess,想；猜测；估计；猜到;猜测；猜想;盖尔斯；推测；猜猜看
executive,管理人员；领导层；政府的行政部门;经营管理的；经理的；决策的；有执行权的;行政官；执行的；行政的
set,设置；放；树立；安排;集；集合；一套；电视机;位于或处于的；安排好的；确定的；固定的;=安全电子交易;套装；设定；组
study,学习；研究；功课；课业;学习；攻读；审视；端详;书房；练习曲；读书
prove,证明；证实；展现；显示自己是;后来被发现是；最终显现为;证明是；检验；验证
